Hex sent       Integer     Float         Integer     Float
by app            representation            bit shifted
--------       ----------  -------       ----------  -------
3f0c0b44,      1057753924, 0.54705,      1058549280, 0.59445
3f0d4244,      1057833540, 0.55179,      1058736672, 0.60562
3f0d7336,      1057846070, 0.55254,      1058786736, 0.60861
3f0e5604,      1057904132, 0.55600,      1058887712, 0.61463
3f0e3144,      1057894724, 0.55544,      1058850336, 0.61240
3f0f6944,      1057974596, 0.56020,      1059038752, 0.62363
3f102045,      1058021445, 0.56299,      1059095080, 0.62699
3f105845,      1058035781, 0.56385,      1059152424, 0.63040
3f110f45,      1058082629, 0.56664,      1059208744, 0.63376
3f124745,      1058162501, 0.57140,      1059397160, 0.64499
3f127e45,      1058176581, 0.57224,      1059453480, 0.64835
3f133646,      1058223686, 0.57505,      1059510832, 0.65177
3f146d46,      1058303302, 0.57979,      1059698224, 0.66294
3f152546,      1058350406, 0.58260,      1059755568, 0.66635
3f155c46,      1058364486, 0.58344,      1059811888, 0.66971
3f161446,      1058411590, 0.58625,      1059869232, 0.67313
3f174b47,      1058491207, 0.59099,      1060056632, 0.68430
3f180347,      1058538311, 0.59380,      1060113976, 0.68772
3f183a47,      1058552391, 0.59464,      1060170296, 0.69107
3f197247,      1058632263, 0.59940,      1060358712, 0.70230
3f1a2947,      1058679111, 0.60219,      1060415032, 0.70566
3f1a6148,      1058693448, 0.60305,      1060472384, 0.70908
3f1b1848,      1058740296, 0.60584,      1060528704, 0.71244
3f1d5c7b,      1058888827, 0.61469,      1060860888, 0.73224
3f1d3f48,      1058881352, 0.61425,      1060830784, 0.73044
3f1e7649,      1058960969, 0.61899,      1061018184, 0.74161
3f1f2e49,      1059008073, 0.62180,      1061075528, 0.74503
3f1f6549,      1059022153, 0.62264,      1061131848, 0.74839
3f220c4a,      1059195978, 0.63300,      1061433936, 0.76639
3f237b4a,      1059289930, 0.63860,      1061678672, 0.78098
3f246a4b,      1059351115, 0.64225,      1061792344, 0.78776
3f26594b,      1059477835, 0.64980,      1062037080, 0.80234
3f27104b,      1059524683, 0.65259,      1062093400, 0.80570
3f27484b,      1059539019, 0.65345,      1062150744, 0.80912
3f281375,      1059591029, 0.65655,      1062227880, 0.81372
3f29374c,      1059665740, 0.66100,      1062395488, 0.82371
3f296e4c,      1059679820, 0.66184,      1062451808, 0.82706
3f2a264c,      1059726924, 0.66465,      1062509152, 0.83048
3f2c154d,      1059853645, 0.67220,      1062753896, 0.84507
3f2d044d,      1059914829, 0.67585,      1062867560, 0.85184
3f2f2a4e,      1060055630, 0.68424,      1063168624, 0.86979
3f30624e,      1060135502, 0.68900,      1063357040, 0.88102
3f31194e,      1060182350, 0.69179,      1063413360, 0.88438
3f31514e,      1060196686, 0.69265,      1063470704, 0.88779
3f32084e,      1060243534, 0.69544,      1063527024, 0.89115
3f33404f,      1060323407, 0.70020,      1063715448, 0.90238
3f33774f,      1060337487, 0.70104,      1063771768, 0.90574
3f342f4f,      1060384591, 0.70385,      1063829112, 0.90916
3f35664f,      1060464207, 0.70859,      1064016504, 0.92033
3f367a10,      1060534800, 0.71280,      1064167552, 0.92933
